group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
D1Cre,554460_RRDLC_snapshot-1000,3,-0.28784215550790815,1.969381128418437,-3.140488284546372,3.141507811791199,-0.5042303775563589,16.597693773500115,-188.4298008906392,188.26688676293026,43.535118128761894,36.72775417425387,0.2496650074434992,344.52233849176247,0.0813974108884554,0.3972403776325345
D1Cre,554460_RRDLC_snapshot-1000,4,-0.13641538295146316,1.6088911944364277,-3.1403593876085014,3.139752894974469,0.24221993873130296,13.718314085915146,-187.84901180259087,5.266973774895918,84.76899028187488,60.440461143138286,0.625517498504217,325.8727807828865,0.0774960099308388,0.3854309687261633
D1Cre,554460_RRDLC_snapshot-1000,5,-0.11259141711000172,1.538835718102443,-3.1347578152642273,3.1317119377523035,0.039730541488046466,7.415757453291945,-188.15320285000536,187.90426309766082,162.19052132548128,77.74854956187649,1.8229375713436102,476.01831148737915,0.0659691434651534,0.5758960573476702
D1Cre,554460_RRDLC_snapshot-1000,6,0.08545482705597375,1.6895288908880186,-3.140499685591965,3.1415212143868434,-0.4581682139274283,15.902466530306164,-5.990613667118967,187.7555500664852,71.68895293234937,50.48398474241448,0.06448526659771919,306.82377559304587,0.06118106047171484,0.37671497584541064
D1Cre,554460_RRDLC_snapshot-1000,7,0.27822612107876316,1.3717718568903081,-3.1195206471221257,3.135825025930024,-0.4813093850070147,6.003459789378758,-4.446125496928396,187.7410071872061,132.70758721092858,81.27879515077171,0.4750983588776557,460.14204874019987,0.046816811491399185,0.6286616161616162
D1Cre,554460_RRDLC_snapshot-1000,8,-0.033787967662913,1.7353517672492578,-3.137029126525873,3.14126959754595,-0.14813516054940937,11.41858273870911,-188.31687386436283,188.1186132327891,72.80108004802244,64.09830152833992,0.3131717989540664,380.6012387497582,0.033871253768398654,0.7101221640488656
D1Cre,554460_RRDLC_snapshot-1000,9,0.3072187350167387,1.7633583881938089,-3.1410917437718413,3.1406002867279628,0.030050962274853373,9.902045054051376,-188.17662062209115,187.83475225611562,74.86273573364377,64.20079079709708,0.6215012811932613,328.51425018686496,0.055506295442454334,0.46006389776357826
D1Cre,554460_RRDLC_snapshot-1000,10,-0.22969684501120174,1.7643683445392508,-3.139002863089183,3.1415646484057733,-0.006311094899964067,9.609475483706543,-188.29481911621744,188.33254288640495,54.78971499225071,53.01168779797008,0.0,344.58113537786755,0.05125022167050895,1.191349480968858
D1Cre,554460_RRDLC_snapshot-1000,11,0.611397021737997,1.5454150064173684,-3.140728616606818,3.139719316118213,0.017676179560775687,5.321699124262049,-188.4011137964627,188.38050788217583,20.96949548257808,15.990987651296425,0.21257850051470176,379.182313731766,0.03174321688242596,1.6344506517690873
D1Cre,554460_RRDLC_snapshot-1000,12,-0.4218249033498243,2.079004250959197,-3.1364413249059235,3.133431405060724,-0.029644688718902915,14.717714411642467,-187.35947680051706,187.94898090861204,30.596291306563813,25.06612465270141,0.45845333628242907,310.0594956227754,0.007093456286575634,0.6808333333333334
D1Cre,554460_RRDLC_snapshot-1000,13,0.22321450668662202,1.1849556398501286,-3.120263841243166,3.035935001223566,0.16930817907636583,3.434297936573725,-186.54776015039363,2.8182362328052735,48.757617608302496,41.659804091951116,0.49809568687552047,302.4915526685259,0.017556304309274694,1.0282828282828282
D1Cre,554460_RRDLC_snapshot-1000,14,-0.09452555369150156,2.544298469037349,-3.1412645403891317,3.141392426991028,0.6827134835456912,20.255840515018054,-187.91057347776533,188.26142489297862,126.91212578329954,80.55560517317562,1.0927983756169712,380.2992200425117,0.021989714488384465,1.2413978494623656
D1Cre,554460_RRDLC_snapshot-1000,15,-0.8260854592290023,2.1042137616256666,-3.1415655991824036,3.138222784376804,0.3233900995613083,11.91388212702851,-187.8153358124375,187.86425728851506,48.88730621392951,39.55860473986542,1.156131463468382,270.4280806605089,0.018088313530767865,1.134640522875817
D1Cre,554460_RRDLC_snapshot-1000,16,0.18582077706263148,1.3433868776059066,-2.863033693436504,2.254423138429372,0.031084945048948695,0.3101588389269663,-1.0657143964560678,2.942584014110957,22.176150076155736,12.58392721673244,0.23971424334354505,92.09903806111238,0.0031920553289590354,2.411111111111111
D1Cre,554460_RRDLC_snapshot-1000,17,0.5304903247963002,0.4646697708627919,-1.1663583492807141,2.665306618055295,-0.16254456691515864,0.712537304846287,-2.0911609796040462,2.3498479434684834,75.8460601516833,70.15374487613985,1.9523968049042244,309.86425789501794,0.0030147189217946445,1.33921568627451
D1Cre,554460_RRDLC_snapshot-1000,18,-0.5245012499108511,1.3164917664427915,-2.473952635164585,3.131227384743812,0.12296365481175599,1.1019955705937774,-6.009485659739199,4.600095007400773,28.16955234854339,16.126644963568175,2.101083915154917,144.29602903412712,0.004433410179109771,0.676
D1Cre,554460_RRDLC_snapshot-1000,19,-0.23616317570375822,1.1695897569242788,-2.9335261328324065,2.0016746348342616,1.2647273599422417,2.070511045020306,-5.368210254717958,5.735962715101917,45.35454592702659,34.84799971203926,8.636526473734452,226.38000801171773,0.0039014009576165986,0.09848484848484848
D1Cre,554460_RRDLC_snapshot-1000,20,-0.07787367551757006,2.534924319047012,-3.105319800330889,3.1367486922101775,-9.924070484010484,42.78953401190601,-187.89688209848316,4.886021957018971,43.01873610756456,23.29618814999094,6.910088080163661,99.32126104687819,0.0015960276644795177,0.2037037037037037
D1Cre,554462_LRDLC_snapshot-1000,0,-0.048097333917117194,1.8074950939025474,-3.1413617630371764,3.1404498309721083,-0.0880130866257297,9.466824345185898,-188.37679711130318,188.43117797040327,41.90734774904546,55.4271850001543,0.13280314929616152,404.8410748035872,0.11861559139784947,0.4842304060434372
D1Cre,554462_LRDLC_snapshot-1000,1,0.30283428891503505,1.758088659774656,-3.1394152918288847,3.1404587583562855,0.12281117132339375,10.777633273653977,-188.2022307915097,188.2070735433272,67.84757109735368,60.50059271590806,0.485108269418521,371.72070818349357,0.13894489247311828,0.41592099959693674
D1Cre,554462_LRDLC_snapshot-1000,2,0.5061240628849593,1.9115055674608952,-3.1409047512276427,3.1410803063985764,0.259796146367236,15.82264697126242,-187.69809241352996,187.90578578100232,43.61612320670329,34.988687508139506,0.4674794838277047,308.7779334774244,0.0715725806451613,0.4277777777777778
D1Cre,554462_LRDLC_snapshot-1000,3,-0.24510893964474711,1.7966929685754858,-3.1388817610152127,3.1407008373055834,-0.6288983282739161,18.798635681387573,-187.82084861351208,4.796311437995734,51.635492123634414,44.66922630124389,0.3851618021968405,321.16499104184857,0.09761424731182795,0.38525530694205395
D1Cre,554462_LRDLC_snapshot-1000,4,-0.1861500262728398,1.5492417163424788,-3.1413673296397073,3.140134307117496,0.7032217218459033,12.802672179591235,-188.07972249696886,187.54651058948235,83.34980278640845,58.530594947390604,1.2089126689537608,403.2546047415478,0.09122983870967742,0.42351135666052797
D1Cre,554462_LRDLC_snapshot-1000,5,0.16179161777145423,1.6823314795070683,-3.1414740288624707,3.1412991868885305,-0.19663019815463498,9.59737616058965,-188.3296408374808,187.63672791362703,170.62113060866957,83.30432032644573,1.5256105511004263,444.1804140667828,0.07190860215053764,0.5975856697819315
D1Cre,554462_LRDLC_snapshot-1000,6,-0.18631127798241714,1.6368880083508,-3.139321426256485,3.1375520697807944,-0.6862758813228864,13.092367870183681,-7.32427974854236,187.87089055026667,63.82657667080141,47.459613729066014,0.5000517114273793,321.0927267642518,0.04485887096774194,0.3601747815230961
D1Cre,554462_LRDLC_snapshot-1000,7,0.7302517235760204,1.488330109608427,-3.1384934566805964,3.1399752729046977,0.1083088620256207,11.643671290689277,-187.4068577149774,187.89007159622201,126.493749374965,76.4997971155803,1.5917967901188934,429.5289493926006,0.03948252688172043,0.5521985815602837
D1Cre,554462_LRDLC_snapshot-1000,8,-0.29462482400786694,1.783757940970945,-3.1406324867126174,3.140621205602758,-0.07416044818479228,10.629888705140518,-188.4050375966345,188.22482959744275,73.40824469747012,63.671109097297276,0.7501301348588265,350.0292311205135,0.025705645161290324,0.6145969498910675
D1Cre,554462_LRDLC_snapshot-1000,9,0.5101752589191988,1.9195649069903127,-3.140990341326111,3.1409203886535066,-0.044142824080623755,12.898584445843328,-188.3062491141343,188.22905619565827,83.038721920804,66.98502939807877,0.0,399.97466631655647,0.06938844086021505,0.5813559322033899
D1Cre,554462_LRDLC_snapshot-1000,10,0.2469541137278189,1.7266468134355235,-3.1048829433600407,3.136583968241802,0.02069823701252971,8.131501668083233,-187.51209091797563,188.0852823921075,69.04299304010244,63.852252520579206,0.4343232738749428,377.9259385429311,0.029233870967741934,0.8164750957854406
D1Cre,554462_LRDLC_snapshot-1000,11,0.10282338429049402,1.78178953672296,-3.1412496094547286,3.1411571402107334,0.048342921286491224,3.1832343668334726,-3.321425192277667,188.46427388302257,20.878477723481446,18.320688472500425,0.16266023207894875,318.4611958504944,0.04502688172043011,1.311691542288557
D1Cre,554462_LRDLC_snapshot-1000,12,-0.9001131546292668,1.4572118112250478,-3.014018373488612,3.060760515477067,-0.26025240622322854,7.736522829400135,-186.45471096015228,9.533002156218625,33.91433740054078,27.905876431042294,1.1410344637798535,328.4738189815427,0.015625,0.4265232974910394
D1Cre,554462_LRDLC_snapshot-1000,13,0.8019748659775073,1.3287654366703918,-2.702383376316188,2.9966906912702536,0.3830813569648131,0.6855423930428134,-1.9866387766960125,3.8965411038635267,57.6500844425424,48.94234707998038,0.6879479521907932,311.7466044857384,0.011760752688172043,0.6947619047619047
D1Cre,554462_LRDLC_snapshot-1000,14,-0.10414425096483558,2.7526812983463342,-3.1408757067122077,3.1390294695973138,1.0373122886207353,22.0547570267922,-187.70602991646516,188.25967845326528,139.01029012826896,88.11468780073832,1.8044496558050471,415.2152855119998,0.01478494623655914,0.928030303030303
D1Cre,554462_LRDLC_snapshot-1000,15,0.583009487333995,2.210952189768214,-3.141445167902482,3.1396433935090275,-0.12400587987001607,10.825272654168028,-188.1563705931571,188.12765000880765,57.45310599015451,44.63464389798706,0.632879491907718,315.69152622497074,0.03276209677419355,1.231965811965812
D1Cre,554462_LRDLC_snapshot-1000,16,-1.565467086171527,0.9721373212544901,-3.1131703002077598,3.110663187588117,-0.056259622749546635,3.758040688709529,-186.09304397141142,5.007263355099836,23.498085811024346,12.523251606685646,0.1146033415003984,82.21631349538652,0.006720430107526882,2.0675
D1Cre,554462_LRDLC_snapshot-1000,17,0.39571595691732864,0.28921416089585394,-0.7937854506057274,1.1313462523910696,-0.40013591242614915,0.6660039735700668,-2.6069115721078306,1.3270342660895662,125.28416443513494,89.76287626600657,5.914720113139287,322.28323549156966,0.0021841397849462364,0.8461538461538461
D1Cre,554462_LRDLC_snapshot-1000,18,0.23811898269254544,1.4746889335890914,-3.129181930768051,3.1260856286516807,0.03711649369941969,7.6478939557734895,-185.518291913011,187.11232976279953,32.41425983557994,22.008883395682343,0.9200699412074196,158.14042124806087,0.015120967741935484,0.6677777777777778
D1Cre,554462_LRDLC_snapshot-1000,19,0.24675445988699485,1.6137403073899084,-3.1411881532367856,3.0257946821389177,-0.8110964842670931,19.71635343852049,-186.10161326501165,10.069356454382362,68.16826888677792,59.91145128659919,2.6989711272297057,369.6972641763793,0.010752688172043012,0.13958333333333334
D1Cre,554462_LRDLC_snapshot-1000,20,-0.05679529096865553,1.5722002365786119,-3.052873656791674,3.1396776982013117,0.9530327662752138,15.854580840487616,-185.6538149273153,186.37914016930554,41.00467558278578,37.61683732832127,0.5863228451856421,358.1766020048502,0.009408602150537635,0.33095238095238094
D1Cre,554467_LDLC_snapshot-1000,0,-0.062014839634714436,1.6553597831731852,-3.1413772121770136,3.140230249327325,-0.02763372419372649,6.907878593899434,-188.2355146109677,188.33379914274988,47.509176592564145,62.40671604168006,0.23701115379067286,426.1411656271508,0.16040381379697138,0.5736208236208236
D1Cre,554467_LDLC_snapshot-1000,1,-0.18130674002015407,1.6981710467767877,-3.141530164686595,3.1410600300639184,-0.01575994074882624,10.01331266034083,-188.18496747351827,188.33486502729647,58.800202764119035,56.910501991512845,0.0,398.55229818882214,0.12357449990652458,0.461875945537065
D1Cre,554467_LDLC_snapshot-1000,2,-0.06777751604081123,1.895882526080257,-3.1413503115396626,3.139720516305648,0.22188032064879643,16.157737320848575,-187.77728308564923,188.27780753329557,62.354169842844634,57.382238857580234,0.3819204929138911,403.48453680075016,0.10226210506636754,0.37507617306520413
D1Cre,554467_LDLC_snapshot-1000,3,0.23180584448917255,1.930675245817421,-3.140520619699855,3.140659305058156,-0.675332053094655,18.97101858627257,-188.15923042177332,188.286856101776,56.90164809808814,51.414113365865845,0.31799963020982364,816.7741979779302,0.07814544774724247,0.3559011164274322
D1Cre,554467_LDLC_snapshot-1000,4,-0.22611621141078492,1.7021325561416412,-3.141360922082482,3.1412052281055796,0.6637720128234237,15.308856993715978,-187.29385182318154,7.59673391232684,97.80300270010945,66.11634417720062,0.24813157973379635,396.263648455571,0.09254066180594504,0.3224915824915825
D1Cre,554467_LDLC_snapshot-1000,5,-0.16959290351934578,1.6695732150544835,-3.1401242390309827,3.1364158083837483,-0.0039029140539437227,9.591828281413534,-188.28126339693262,188.3838941900925,171.63915050955436,101.62691969983747,0.703614569815065,889.0312793691664,0.06674144699943915,0.6424836601307189
D1Cre,554467_LDLC_snapshot-1000,6,-0.42708830092026134,1.6334516279196973,-3.13972574442862,3.137671623238126,-0.15400195996225763,17.479289696823017,-6.570065670068579,187.91116980984086,98.01435757342702,69.86296185274334,1.0586165974883976,394.8122938887196,0.05907646289025986,0.30210970464135023
D1Cre,554467_LDLC_snapshot-1000,7,-0.1753230368930626,1.6902359361490022,-3.140505846759388,3.134880721256663,-0.41432668551730983,4.986866191710726,-4.8262830016236835,186.87670253992385,166.34928340221623,103.78118909177091,1.4148736693854282,539.4175246148361,0.05870256122639746,0.612208067940552
D1Cre,554467_LDLC_snapshot-1000,8,-0.17603193601308464,2.1574997577595245,-3.140455332094418,3.140971355335353,-0.05320345976504018,14.938466152357503,-188.32989167289261,188.37675233355043,107.53438141420685,91.43052986530284,0.5155115360803768,486.6083323630966,0.05515049541970462,0.979774011299435
